K;covariance;silhouette;Cal-Harabasz;BIC;DBCV;perplexity;wordEmbedding;docEmbedding;docEmbedding2
9;spherical;0.3468218860308549;8234.129775050207;173719.43018508682;-0.833983766740028;125;glove;WMD;Distance
9;tied;0.3518959671843085;8306.276359419357;173751.520582647;-0.8282438238514302;125;glove;WMD;Distance
6;full;0.36117566269280865;7566.872413392511;173822.74619851957;-0.8044381479902746;125;glove;WMD;Distance
8;diag;0.34174892771138354;7922.015297426959;173825.56183587754;-0.8154709873032356;125;glove;WMD;Distance
8;tied;0.3595522812261088;8495.254052699915;173829.12058730904;-0.8041028516066581;125;glove;WMD;Distance
7;diag;0.3758379360673079;8353.294761335943;173890.08164830902;-0.8132932107714465;125;glove;WMD;Distance
8;spherical;0.3611674732871523;8517.77174121169;173897.4920949932;-0.8154676036657291;125;glove;WMD;Distance
5;full;0.3621696615902522;7530.003627849435;173957.86731837693;-0.8660480840025913;125;glove;WMD;Distance
7;spherical;0.3768309681261456;8466.244283961167;174039.73380084266;-0.8180567982435184;125;glove;WMD;Distance
6;diag;0.3560599928288867;7525.838071080525;174077.47885406166;-0.8206290126611311;125;glove;WMD;Distance
7;tied;0.3777421301888986;8541.908543157924;174084.55665984447;-0.8327507458361887;125;glove;WMD;Distance
5;diag;0.35008822946198903;7393.662184216931;174224.06671213466;-0.8336136863204864;125;glove;WMD;Distance
6;spherical;0.3701456254280536;8296.343937117948;174339.75197163603;-0.797541757898185;125;glove;WMD;Distance
6;tied;0.3386109704088312;7689.773306063855;174381.1838442273;-0.8000575287141186;125;glove;WMD;Distance
5;spherical;0.3509413845593688;7947.28987161987;174476.42544503548;-0.8419716323350058;125;glove;WMD;Distance
5;tied;0.3566735900381533;8076.3140202715995;174555.1386575965;-0.805129000046408;125;glove;WMD;Distance
4;full;0.36903318718296907;7870.532412771121;174615.0200163281;-0.8343626945189959;125;glove;WMD;Distance
4;diag;0.36527253385935576;7703.065579489042;174622.49719736353;-0.7553645288033435;125;glove;WMD;Distance
3;full;0.3853761565559841;7485.934227822029;174703.79861350893;-0.8338968978860046;125;glove;WMD;Distance
4;tied;0.3661288834197236;7848.789891642033;174785.36778780623;-0.8545584320276605;125;glove;WMD;Distance
4;spherical;0.37053883331758736;7967.862733666622;174855.94113563106;-0.8407095657263624;125;glove;WMD;Distance
